"Run ID","Flow","predictive_accuracy","Hyperparameters"
"9204209","keras.wrappers.scikit_learn.KerasClassifier(InputLayer,Reshape,Conv2D,MaxPooling2D,Conv2D,Conv2D,Conv2D,Concatenate,Activation,Conv2D,Conv2D,Conv2D,Concatenate,Activation,Conv2D,Conv2D,Conv2D,Concatenate,Activation,MaxPooling2D,Conv2D,Conv2D,Conv2D,Concatenate,Activation,Conv2D,Conv2D,Conv2D,Concatenate,Activation,Conv2D,Conv2D,Conv2D,Concatenate,Activation,Conv2D,Conv2D,Conv2D,Concatenate,Activation,MaxPooling2D,Conv2D,Conv2D,Conv2D,Concatenate,Activation,Dropout,Conv2D,AveragePooling2D,Flatten,Dense)(1)","0.9939","size:32,fn:squeezenet_mnist_mnist_5_32_False""},epochs:5,layer0:{""class_name"": ""InputLayer"", ""config"": {""batch_input_shape"": [null, 784], ""dtype"": ""float32"", ""name"": ""input"", ""sparse"": false}, ""inbound_nodes"": [], ""name"": ""input""},layer1:{""class_name"": ""Reshape"", ""config"": {""name"": ""reshape_72"", ""target_shape"": [28, 28, 1], ""trainable"": true}, ""inbound_nodes"": [[[""input"", 0, 0, {}]]], ""name"": ""reshape_72""},layer10:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1852"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1851"", 0, 0, {}]]], ""name"": ""conv2d_1852""},layer11:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1853"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1851"", 0, 0, {}]]], ""name"": ""conv2d_1853""},layer12:{""class_name"": ""Concatenate"", ""config"": {""axis"": 1, ""name"": ""concatenate_570"", ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1852"", 0, 0, {}], [""conv2d_1853"", 0, 0, {}]]], ""name"": ""concatenate_570""},layer13:{""class_name"": ""Activation"", ""config"": {""activation"": ""linear"", ""name"": ""activation_570"", ""trainable"": true}, ""inbound_nodes"": [[[""concatenate_570"", 0, 0, {}]]], ""name"": ""activation_570""},layer14:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1854"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""activation_570"", 0, 0, {}]]], ""name"": ""conv2d_1854""},layer15:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1855"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1854"", 0, 0, {}]]], ""name"": ""conv2d_1855""},layer16:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1856"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1854"", 0, 0, {}]]], ""name"": ""conv2d_1856""},layer17:{""class_name"": ""Concatenate"", ""config"": {""axis"": 1, ""name"": ""concatenate_571"", ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1855"", 0, 0, {}], [""conv2d_1856"", 0, 0, {}]]], ""name"": ""concatenate_571""},layer18:{""class_name"": ""Activation"", ""config"": {""activation"": ""linear"", ""name"": ""activation_571"", ""trainable"": true}, ""inbound_nodes"": [[[""concatenate_571"", 0, 0, {}]]], ""name"": ""activation_571""},layer19:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_215"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}, ""inbound_nodes"": [[[""activation_571"", 0, 0, {}]]], ""name"": ""max_pooling2d_215""},layer2:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1847"", ""padding"": ""valid"", ""strides"": [2, 2], ""trainable"": false, ""use_bias"": true}, ""inbound_nodes"": [[[""reshape_72"", 0, 0, {}]]], ""name"": ""conv2d_1847""},layer20:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1857"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""max_pooling2d_215"", 0, 0, {}]]], ""name"": ""conv2d_1857""},layer21:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1858"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1857"", 0, 0, {}]]], ""name"": ""conv2d_1858""},layer22:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1859"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1857"", 0, 0, {}]]], ""name"": ""conv2d_1859""},layer23:{""class_name"": ""Concatenate"", ""config"": {""axis"": 1, ""name"": ""concatenate_572"", ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1858"", 0, 0, {}], [""conv2d_1859"", 0, 0, {}]]], ""name"": ""concatenate_572""},layer24:{""class_name"": ""Activation"", ""config"": {""activation"": ""linear"", ""name"": ""activation_572"", ""trainable"": true}, ""inbound_nodes"": [[[""concatenate_572"", 0, 0, {}]]], ""name"": ""activation_572""},layer25:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1860"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""activation_572"", 0, 0, {}]]], ""name"": ""conv2d_1860""},layer26:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1861"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1860"", 0, 0, {}]]], ""name"": ""conv2d_1861""},layer27:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1862"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1860"", 0, 0, {}]]], ""name"": ""conv2d_1862""},layer28:{""class_name"": ""Concatenate"", ""config"": {""axis"": 1, ""name"": ""concatenate_573"", ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1861"", 0, 0, {}], [""conv2d_1862"", 0, 0, {}]]], ""name"": ""concatenate_573""},layer29:{""class_name"": ""Activation"", ""config"": {""activation"": ""linear"", ""name"": ""activation_573"", ""trainable"": true}, ""inbound_nodes"": [[[""concatenate_573"", 0, 0, {}]]], ""name"": ""activation_573""},layer3:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_214"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1847"", 0, 0, {}]]], ""name"": ""max_pooling2d_214""},layer30:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1863"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""activation_573"", 0, 0, {}]]], ""name"": ""conv2d_1863""},layer31:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1864"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1863"", 0, 0, {}]]], ""name"": ""conv2d_1864""},layer32:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1865"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1863"", 0, 0, {}]]], ""name"": ""conv2d_1865""},layer33:{""class_name"": ""Concatenate"", ""config"": {""axis"": 1, ""name"": ""concatenate_574"", ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1864"", 0, 0, {}], [""conv2d_1865"", 0, 0, {}]]], ""name"": ""concatenate_574""},layer34:{""class_name"": ""Activation"", ""config"": {""activation"": ""linear"", ""name"": ""activation_574"", ""trainable"": true}, ""inbound_nodes"": [[[""concatenate_574"", 0, 0, {}]]], ""name"": ""activation_574""},layer35:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1866"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""activation_574"", 0, 0, {}]]], ""name"": ""conv2d_1866""},layer36:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1867"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1866"", 0, 0, {}]]], ""name"": ""conv2d_1867""},layer37:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1868"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1866"", 0, 0, {}]]], ""name"": ""conv2d_1868""},layer38:{""class_name"": ""Concatenate"", ""config"": {""axis"": 1, ""name"": ""concatenate_575"", ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1867"", 0, 0, {}], [""conv2d_1868"", 0, 0, {}]]], ""name"": ""concatenate_575""},layer39:{""class_name"": ""Activation"", ""config"": {""activation"": ""linear"", ""name"": ""activation_575"", ""trainable"": true}, ""inbound_nodes"": [[[""concatenate_575"", 0, 0, {}]]], ""name"": ""activation_575""},layer4:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1848"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": false, ""use_bias"": true}, ""inbound_nodes"": [[[""max_pooling2d_214"", 0, 0, {}]]], ""name"": ""conv2d_1848""},layer40:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_216"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}, ""inbound_nodes"": [[[""activation_575"", 0, 0, {}]]], ""name"": ""max_pooling2d_216""},layer41:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1869"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""max_pooling2d_216"", 0, 0, {}]]], ""name"": ""conv2d_1869""},layer42:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1870"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1869"", 0, 0, {}]]], ""name"": ""conv2d_1870""},layer43:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1871"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1869"", 0, 0, {}]]], ""name"": ""conv2d_1871""},layer44:{""class_name"": ""Concatenate"", ""config"": {""axis"": 1, ""name"": ""concatenate_576"", ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1870"", 0, 0, {}], [""conv2d_1871"", 0, 0, {}]]], ""name"": ""concatenate_576""},layer45:{""class_name"": ""Activation"", ""config"": {""activation"": ""linear"", ""name"": ""activation_576"", ""trainable"": true}, ""inbound_nodes"": [[[""concatenate_576"", 0, 0, {}]]], ""name"": ""activation_576""},layer46:5, ""seed"": null, ""trainable"": true}, ""inbound_nodes"": [[[""activation_576"", 0, 0, {}]]], ""name"": ""dropout_72""},layer47:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1872"", ""padding"": ""valid"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""dropout_72"", 0, 0, {}]]], ""name"": ""conv2d_1872""},layer48:{""class_name"": ""AveragePooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""average_pooling2d_72"", ""padding"": ""same"", ""pool_size"": [13, 13], ""strides"": [1, 1], ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1872"", 0, 0, {}]]], ""name"": ""average_pooling2d_72""},layer49:{""class_name"": ""Flatten"", ""config"": {""data_format"": ""channels_last"", ""name"": ""flatten_72"", ""trainable"": true}, ""inbound_nodes"": [[[""average_pooling2d_72"", 0, 0, {}]]], ""name"": ""flatten_72""},layer5:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1849"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1848"", 0, 0, {}]]], ""name"": ""conv2d_1849""},layer50:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_72"", ""trainable"": true, ""units"": 10, ""use_bias"": true}, ""inbound_nodes"": [[[""flatten_72"", 0, 0, {}]]], ""name"": ""dense_72""},layer6:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_1850"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""conv2d_1848"", 0, 0, {}]]], ""name"": ""conv2d_1850""},layer7:{""class_name"": ""Concatenate"", ""config"": {""axis"": 1, ""name"": ""concatenate_569"", ""trainable"": true}, ""inbound_nodes"": [[[""conv2d_1849"", 0, 0, {}], [""conv2d_1850"", 0, 0, {}]]], ""name"": ""concatenate_569""},layer8:{""class_name"": ""Activation"", ""config"": {""activation"": ""linear"", ""name"": ""activation_569"", ""trainable"": true}, ""inbound_nodes"": [[[""concatenate_569"", 0, 0, {}]]], ""name"": ""activation_569""},layer9:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [1, 1], ""name"": ""conv2d_1851"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}, ""inbound_nodes"": [[[""activation_569"", 0, 0, {}]]], ""name"": ""conv2d_1851""},verbose:2"
"9204337","keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Flatten,Dense,Dropout,Dense,Dropout,Dense)(2)","0.9938","size:1543,fn:vggnet_mnist_emnist_5_128_True""},epochs:5,layer0:{""class_name"": ""Reshape"", ""config"": {""batch_input_shape"": [null, 784], ""dtype"": ""float32"", ""name"": ""reshape_2"", ""target_shape"": [28, 28, 1], ""trainable"": true}},layer1:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_8"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer10:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_13"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer11:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_14"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer12:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_6"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer13:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_6"", ""scale"": true, ""trainable"": true}},layer14:{""class_name"": ""Flatten"", ""config"": {""data_format"": ""channels_last"", ""name"": ""flatten_2"", ""trainable"": true}},layer15:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_4"", ""trainable"": true, ""units"": 4096, ""use_bias"": true}},layer16:5, ""seed"": null, ""trainable"": true}},layer17:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_5"", ""trainable"": true, ""units"": 4096, ""use_bias"": true}},layer18:5, ""seed"": null, ""trainable"": true}},layer19:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_6"", ""trainable"": true, ""units"": 10, ""use_bias"": true}},layer2:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_9"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer3:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_4"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer4:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_4"", ""scale"": true, ""trainable"": true}},layer5:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_10"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer6:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_11"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer7:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_5"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer8:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_5"", ""scale"": true, ""trainable"": true}},layer9:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_12"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},verbose:2"
"9204190","keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Flatten,Dense,Dropout,Dense,Dropout,Dense)(2)","0.9934","size:128,fn:vggnet_mnist_mnist_5_128_True""},epochs:5,layer0:{""class_name"": ""Reshape"", ""config"": {""batch_input_shape"": [null, 784], ""dtype"": ""float32"", ""name"": ""reshape_99"", ""target_shape"": [28, 28, 1], ""trainable"": true}},layer1:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_687"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer10:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_692"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer11:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_693"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer12:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_297"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer13:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_297"", ""scale"": true, ""trainable"": true}},layer14:{""class_name"": ""Flatten"", ""config"": {""data_format"": ""channels_last"", ""name"": ""flatten_99"", ""trainable"": true}},layer15:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_295"", ""trainable"": true, ""units"": 4096, ""use_bias"": true}},layer16:5, ""seed"": null, ""trainable"": true}},layer17:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_296"", ""trainable"": true, ""units"": 4096, ""use_bias"": true}},layer18:5, ""seed"": null, ""trainable"": true}},layer19:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_297"", ""trainable"": true, ""units"": 10, ""use_bias"": true}},layer2:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_688"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer3:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_295"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer4:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_295"", ""scale"": true, ""trainable"": true}},layer5:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_689"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer6:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_690"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer7:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_296"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer8:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_296"", ""scale"": true, ""trainable"": true}},layer9:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_691"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},verbose:2"
"9204205","keras.wrappers.scikit_learn.KerasClassifier(Reshape,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Conv2D,Conv2D,Conv2D,MaxPooling2D,BatchNormalization,Flatten,Dense,Dropout,Dense,Dropout,Dense)(2)","0.9932","size:32,fn:vggnet_mnist_mnist_5_32_False""},epochs:5,layer0:{""class_name"": ""Reshape"", ""config"": {""batch_input_shape"": [null, 784], ""dtype"": ""float32"", ""name"": ""reshape_94"", ""target_shape"": [28, 28, 1], ""trainable"": true}},layer1:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_652"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": false, ""use_bias"": true}},layer10:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_657"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer11:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_658"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer12:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_282"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer13:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_282"", ""scale"": true, ""trainable"": true}},layer14:{""class_name"": ""Flatten"", ""config"": {""data_format"": ""channels_last"", ""name"": ""flatten_94"", ""trainable"": true}},layer15:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_280"", ""trainable"": true, ""units"": 4096, ""use_bias"": true}},layer16:5, ""seed"": null, ""trainable"": true}},layer17:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_281"", ""trainable"": true, ""units"": 4096, ""use_bias"": true}},layer18:5, ""seed"": null, ""trainable"": true}},layer19:0, ""seed"": null}}, ""kernel_regularizer"": null, ""name"": ""dense_282"", ""trainable"": true, ""units"": 10, ""use_bias"": true}},layer2:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_653"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": false, ""use_bias"": true}},layer3:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_280"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer4:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_280"", ""scale"": true, ""trainable"": true}},layer5:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_654"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer6:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_655"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},layer7:{""class_name"": ""MaxPooling2D"", ""config"": {""data_format"": ""channels_last"", ""name"": ""max_pooling2d_281"", ""padding"": ""valid"", ""pool_size"": [2, 2], ""strides"": [2, 2], ""trainable"": true}},layer8:99, ""moving_mean_initializer"": {""class_name"": ""Zeros"", ""config"": {}}, ""moving_variance_initializer"": {""class_name"": ""Ones"", ""config"": {}}, ""name"": ""batch_normalization_281"", ""scale"": true, ""trainable"": true}},layer9:0, ""seed"": null}}, ""kernel_regularizer"": null, ""kernel_size"": [3, 3], ""name"": ""conv2d_656"", ""padding"": ""same"", ""strides"": [1, 1], ""trainable"": true, ""use_bias"": true}},verbose:2"
